id,datetime,temperature,humidity
440,17-09-2020 16:04:32,22.04,46.5
441,17-09-2020 16:04:33,23.98,48.97
442,17-09-2020 16:04:34,21.15,52.31
443,17-09-2020 16:04:35,25.67,51.51
444,17-09-2020 16:04:36,21.1,59.08
445,17-09-2020 16:04:37,21.55,56.31
446,17-09-2020 16:04:38,25.14,58.92
447,17-09-2020 16:04:39,21.25,43.33
448,17-09-2020 16:04:40,25.94,47.38
449,17-09-2020 16:04:41,20.57,58.44
450,17-09-2020 16:04:42,22.28,58.92
451,17-09-2020 16:04:43,25.0,50.07
452,17-09-2020 16:04:44,22.19,50.79
453,17-09-2020 16:04:45,25.85,48.5
454,17-09-2020 16:04:47,20.64,50.16
455,17-09-2020 16:04:48,20.9,46.99
456,17-09-2020 16:04:49,24.31,44.6
457,17-09-2020 16:04:50,23.52,44.51
458,17-09-2020 16:04:51,24.74,43.04
459,17-09-2020 16:04:52,21.71,59.06
460,17-09-2020 16:04:53,24.04,52.98
461,17-09-2020 16:04:54,22.49,53.68
462,17-09-2020 16:04:55,23.31,50.35
463,17-09-2020 16:04:56,24.4,45.84
464,17-09-2020 16:04:57,21.79,46.75
465,17-09-2020 16:04:58,22.61,53.79
466,17-09-2020 16:04:59,23.03,56.69
467,17-09-2020 16:05:00,21.33,49.49
468,17-09-2020 16:05:01,21.61,48.67
469,17-09-2020 16:05:02,24.81,51.63
470,17-09-2020 16:05:03,21.79,42.32
471,17-09-2020 16:05:04,23.6,50.25
472,17-09-2020 16:05:05,20.03,57.44
473,17-09-2020 16:05:06,21.85,43.81
474,17-09-2020 16:05:07,25.84,55.31
475,17-09-2020 16:05:08,25.0,47.19
476,17-09-2020 16:05:09,20.85,53.17
477,17-09-2020 16:05:10,21.51,52.62
478,17-09-2020 16:05:11,22.55,47.55
479,17-09-2020 16:05:12,21.3,59.77
480,17-09-2020 16:05:13,24.37,42.85
481,17-09-2020 16:05:14,24.38,46.6
482,17-09-2020 16:05:15,20.87,40.51
483,17-09-2020 16:05:16,22.56,57.44
484,17-09-2020 16:05:17,24.12,54.03
485,17-09-2020 16:05:18,21.15,47.0
486,17-09-2020 16:05:19,20.42,53.69
487,17-09-2020 16:05:20,20.02,50.55
488,17-09-2020 16:05:21,21.58,51.93
489,17-09-2020 16:05:22,25.5,56.44
490,17-09-2020 16:05:23,25.78,41.57
491,17-09-2020 16:05:25,25.3,50.8
492,17-09-2020 16:05:26,21.64,57.98
493,17-09-2020 16:05:27,24.12,50.0
494,17-09-2020 16:05:28,24.49,41.38
495,17-09-2020 16:05:29,25.97,57.62
496,17-09-2020 16:05:30,23.47,59.96
497,17-09-2020 16:05:31,22.63,46.7
498,17-09-2020 16:05:32,23.27,48.73
499,17-09-2020 16:05:33,23.51,44.75
500,17-09-2020 16:05:34,21.52,56.45
501,17-09-2020 16:05:35,24.56,43.51
502,17-09-2020 16:05:36,24.4,59.05
503,17-09-2020 16:05:37,25.93,59.33
504,17-09-2020 16:05:38,23.69,40.7
505,17-09-2020 16:05:39,20.01,55.35
506,17-09-2020 16:05:40,23.66,54.89
507,17-09-2020 16:05:41,24.43,41.54
508,17-09-2020 16:05:42,25.43,44.92
509,17-09-2020 16:05:43,22.99,44.79
510,17-09-2020 16:05:44,21.34,54.02
511,17-09-2020 16:05:45,24.05,56.46
512,17-09-2020 16:05:46,22.37,43.25
513,17-09-2020 16:05:47,25.2,57.27
514,17-09-2020 16:05:48,24.87,46.0
515,17-09-2020 16:05:49,20.14,48.83
516,17-09-2020 16:05:50,25.19,55.91
517,17-09-2020 16:05:51,24.54,40.27
518,17-09-2020 16:05:52,22.67,46.67
519,17-09-2020 16:05:53,23.56,49.45
520,17-09-2020 16:05:54,21.26,44.12
521,17-09-2020 16:05:55,22.55,56.95
522,17-09-2020 16:05:56,23.86,43.6
523,17-09-2020 16:05:57,25.48,55.57
524,17-09-2020 16:05:58,20.13,41.59
525,17-09-2020 16:05:59,23.66,59.52
526,17-09-2020 16:06:01,21.8,46.8
527,17-09-2020 16:06:02,21.31,43.32
528,17-09-2020 16:06:03,20.73,57.08
529,17-09-2020 16:06:04,23.56,44.22
530,17-09-2020 16:06:05,20.24,46.35
531,17-09-2020 16:06:06,20.76,44.79
532,17-09-2020 16:06:07,25.49,40.08
533,17-09-2020 16:06:08,25.06,57.27
534,17-09-2020 16:06:09,25.18,43.85
535,17-09-2020 16:06:10,24.03,54.23
536,17-09-2020 16:06:11,20.64,41.56
537,17-09-2020 16:06:12,25.27,45.92
538,17-09-2020 16:06:13,22.14,46.08
539,17-09-2020 16:06:14,25.57,49.59
540,17-09-2020 16:06:15,21.98,44.97
541,17-09-2020 16:06:16,21.93,54.97
542,17-09-2020 16:06:17,25.11,56.44
543,17-09-2020 16:06:18,23.26,40.94
544,17-09-2020 16:06:19,20.45,50.23
545,17-09-2020 16:06:20,24.49,42.9
546,17-09-2020 16:06:21,20.19,46.95
547,17-09-2020 16:06:22,24.58,46.11
548,17-09-2020 16:06:23,22.39,48.53
549,17-09-2020 16:06:24,23.16,59.83
550,17-09-2020 16:06:25,21.45,46.32
551,17-09-2020 16:06:26,24.53,43.97
552,17-09-2020 16:06:27,21.08,51.11
553,17-09-2020 16:06:28,23.32,47.43
554,17-09-2020 16:06:29,23.3,42.32
555,17-09-2020 16:06:30,22.17,40.3
556,17-09-2020 16:06:31,23.45,53.47
557,17-09-2020 16:06:32,22.0,52.97
558,17-09-2020 16:06:33,25.12,46.44
559,17-09-2020 16:06:34,24.68,53.21
560,17-09-2020 16:06:35,25.31,43.87
561,17-09-2020 16:06:37,20.08,51.58
562,17-09-2020 16:06:38,25.79,48.35
563,17-09-2020 16:06:39,22.01,50.61
564,17-09-2020 16:06:40,20.85,45.48
565,17-09-2020 16:06:41,23.3,43.74
566,17-09-2020 16:06:42,21.75,53.51
567,17-09-2020 16:06:43,24.35,43.56
568,17-09-2020 16:06:44,21.67,52.25
569,17-09-2020 16:06:45,20.97,54.24
570,17-09-2020 16:06:46,25.28,47.47
571,17-09-2020 16:06:47,23.86,46.55
572,17-09-2020 16:06:48,23.24,43.61
573,17-09-2020 16:06:49,20.37,49.92
574,17-09-2020 16:06:50,20.39,49.01
575,17-09-2020 16:06:51,23.09,48.0
576,17-09-2020 16:06:52,23.97,58.3
577,17-09-2020 16:06:53,24.59,58.49
578,17-09-2020 16:06:54,22.66,41.21
579,17-09-2020 16:06:55,25.05,41.49
580,17-09-2020 16:06:56,24.86,42.3
581,17-09-2020 16:06:57,25.44,45.91
582,17-09-2020 16:06:58,23.21,42.82
583,17-09-2020 16:06:59,25.53,43.85
584,17-09-2020 16:07:00,21.99,47.95
585,17-09-2020 16:07:01,24.72,56.54
586,17-09-2020 16:07:02,20.44,56.27
587,17-09-2020 16:07:03,22.51,49.56
588,17-09-2020 16:07:04,24.45,49.21
589,17-09-2020 16:07:05,22.7,41.61
590,17-09-2020 16:07:06,21.95,42.2
591,17-09-2020 16:07:07,24.42,40.96
592,17-09-2020 16:07:08,20.33,53.38
593,17-09-2020 16:07:09,25.77,46.88
594,17-09-2020 16:07:10,22.03,47.32
595,17-09-2020 16:07:11,23.51,47.76
596,17-09-2020 16:07:13,20.48,41.17
597,17-09-2020 16:07:14,22.62,57.87
598,17-09-2020 16:07:15,20.36,52.78
599,17-09-2020 16:07:16,23.87,41.51
600,17-09-2020 16:07:17,22.74,49.17
601,17-09-2020 16:07:18,24.92,53.91
602,17-09-2020 16:07:19,21.33,54.02
603,17-09-2020 16:07:20,25.55,51.91
604,17-09-2020 16:07:21,25.64,52.25
605,17-09-2020 16:07:22,25.68,43.29
606,17-09-2020 16:07:23,24.56,47.58
607,17-09-2020 16:07:24,25.41,51.79
608,17-09-2020 16:07:25,23.67,58.97
609,17-09-2020 16:07:26,24.77,47.8
610,17-09-2020 16:07:27,22.75,59.75
611,17-09-2020 16:07:28,21.1,45.68
612,17-09-2020 16:07:29,24.8,54.37
613,17-09-2020 16:07:30,24.4,54.66
614,17-09-2020 16:07:31,21.74,56.25
615,17-09-2020 16:07:32,24.87,42.45
616,17-09-2020 16:07:33,21.76,51.64
617,17-09-2020 16:07:34,22.78,47.77
618,17-09-2020 16:07:35,25.49,53.62
619,17-09-2020 16:07:36,21.75,56.01
620,17-09-2020 16:07:37,25.18,50.92
621,17-09-2020 16:07:38,21.51,45.47
622,17-09-2020 16:07:39,22.32,56.1
623,17-09-2020 16:07:40,25.39,45.86
624,17-09-2020 16:07:41,20.27,47.17
625,17-09-2020 16:07:42,21.22,43.1
626,17-09-2020 16:07:43,24.31,43.55
627,17-09-2020 16:07:44,21.11,57.49
628,17-09-2020 16:07:45,21.47,55.94
629,17-09-2020 16:07:46,23.82,44.72
630,17-09-2020 16:07:47,20.88,52.15
631,17-09-2020 16:07:48,23.47,52.19
632,17-09-2020 16:07:49,25.85,50.55
633,17-09-2020 16:07:50,24.11,47.74
634,17-09-2020 16:07:52,24.48,41.32
635,17-09-2020 16:07:53,25.97,54.79
636,17-09-2020 16:07:54,21.74,40.75
637,17-09-2020 16:07:55,24.94,59.83
638,17-09-2020 16:07:56,24.96,47.92
639,17-09-2020 16:07:57,22.3,54.53
640,17-09-2020 16:07:58,21.52,56.42
641,17-09-2020 16:07:59,20.27,50.99
642,17-09-2020 16:08:00,20.9,53.2
643,17-09-2020 16:08:01,25.33,59.78
644,17-09-2020 16:08:02,20.5,51.54
645,17-09-2020 16:08:03,21.8,40.22
646,17-09-2020 16:08:04,21.73,55.62
647,17-09-2020 16:08:05,24.35,59.37
648,17-09-2020 16:08:06,22.48,53.69
649,17-09-2020 16:08:07,23.0,57.27
650,17-09-2020 16:08:08,20.6,48.58
651,17-09-2020 16:08:09,23.0,49.2
652,17-09-2020 16:08:10,22.12,51.33
653,17-09-2020 16:08:11,21.86,51.03
654,17-09-2020 16:08:12,23.52,51.97
655,17-09-2020 16:08:13,21.85,42.49
656,17-09-2020 16:08:14,25.99,56.71
657,17-09-2020 16:08:15,21.74,40.23
658,17-09-2020 16:08:16,22.6,44.44
659,17-09-2020 16:08:17,22.72,56.94
660,17-09-2020 16:08:18,23.76,53.45
661,17-09-2020 16:08:19,23.53,58.54
662,17-09-2020 16:08:20,22.6,42.05
663,17-09-2020 16:08:21,22.07,49.72
664,17-09-2020 16:08:22,20.21,57.88
665,17-09-2020 16:08:23,20.33,41.45
666,17-09-2020 16:08:24,20.21,56.79
667,17-09-2020 16:08:25,22.99,43.3
668,17-09-2020 16:08:26,22.71,45.55
669,17-09-2020 16:08:27,24.04,46.53
670,17-09-2020 16:08:28,24.77,46.69
671,17-09-2020 16:08:29,25.64,41.43
672,17-09-2020 16:08:31,24.8,59.82
673,17-09-2020 16:08:32,22.96,46.63
674,17-09-2020 16:08:33,20.02,45.49
675,17-09-2020 16:08:34,22.86,50.12
676,17-09-2020 16:08:35,20.94,48.85
677,17-09-2020 16:08:36,22.0,43.57
678,17-09-2020 16:08:37,25.88,50.48
679,17-09-2020 16:08:38,20.71,57.02
680,17-09-2020 16:08:39,22.36,52.44
681,17-09-2020 16:08:40,25.5,51.65
682,17-09-2020 16:08:41,20.47,55.63
683,17-09-2020 16:08:42,23.23,48.15
684,17-09-2020 16:08:43,22.27,41.16
685,17-09-2020 16:08:44,22.58,52.39
686,17-09-2020 16:08:45,21.07,46.23
687,17-09-2020 16:08:46,21.38,54.06
688,17-09-2020 16:08:47,24.41,46.19
689,17-09-2020 16:08:48,23.98,51.99
690,17-09-2020 16:08:49,25.96,51.32
691,17-09-2020 16:08:50,20.18,51.92
692,17-09-2020 16:08:51,21.05,48.87
693,17-09-2020 16:08:52,21.5,50.45
694,17-09-2020 16:08:53,21.19,51.23
695,17-09-2020 16:08:54,23.38,49.2
696,17-09-2020 16:08:55,24.97,40.74
697,17-09-2020 16:08:56,25.74,55.64
698,17-09-2020 16:08:57,24.37,58.76
699,17-09-2020 16:08:58,24.34,47.55
700,17-09-2020 16:08:59,20.54,46.57
701,17-09-2020 16:09:00,22.8,46.5
702,17-09-2020 16:09:01,22.25,56.08
703,17-09-2020 16:09:02,22.08,48.66
704,17-09-2020 16:09:03,23.02,55.52
705,17-09-2020 16:09:04,21.85,55.55
706,17-09-2020 16:09:05,20.28,46.67
707,17-09-2020 16:09:06,22.93,48.58
708,17-09-2020 16:09:08,21.39,40.43
709,17-09-2020 16:09:09,23.51,40.06
710,17-09-2020 16:09:10,20.15,49.15
711,17-09-2020 16:09:11,24.43,49.62
712,17-09-2020 16:09:12,23.55,57.38
713,17-09-2020 16:09:13,23.01,56.54
714,17-09-2020 16:09:14,21.92,50.0
715,17-09-2020 16:09:15,24.03,54.63
716,17-09-2020 16:09:16,21.13,53.19
717,17-09-2020 16:09:17,22.2,47.36
718,17-09-2020 16:09:18,23.02,41.57
719,17-09-2020 16:09:19,25.84,58.26
720,17-09-2020 16:09:20,20.2,49.28
721,17-09-2020 16:09:21,23.47,47.25
722,17-09-2020 16:09:22,25.9,56.28
723,17-09-2020 16:09:23,22.19,51.95
724,17-09-2020 16:09:24,22.57,50.18
725,17-09-2020 16:09:25,22.85,44.38
726,17-09-2020 16:09:26,21.54,53.04
727,17-09-2020 16:09:27,25.33,56.45
728,17-09-2020 16:09:28,22.28,42.37
729,17-09-2020 16:09:29,20.5,53.89
730,17-09-2020 16:09:30,23.79,56.91
731,17-09-2020 16:09:31,23.93,50.33
732,17-09-2020 16:09:32,24.79,42.21
733,17-09-2020 16:09:33,20.13,49.3
734,17-09-2020 16:09:34,22.58,40.02
735,17-09-2020 16:09:35,22.75,43.01
736,17-09-2020 16:09:36,21.35,46.4
737,17-09-2020 16:09:37,21.27,55.46
738,17-09-2020 16:09:38,21.48,56.78
739,17-09-2020 16:09:39,25.3,48.96
740,17-09-2020 16:09:40,22.52,53.16
741,17-09-2020 16:09:41,20.89,57.73
742,17-09-2020 16:09:42,24.31,50.89
743,17-09-2020 16:09:43,24.79,53.02
744,17-09-2020 16:09:45,20.1,44.93
745,17-09-2020 16:09:46,22.56,56.72
746,17-09-2020 16:09:47,21.02,54.5
747,17-09-2020 16:09:48,25.78,59.74
748,17-09-2020 16:09:49,24.07,45.34
749,17-09-2020 16:09:50,22.53,42.2
750,17-09-2020 16:09:51,21.48,49.62
751,17-09-2020 16:09:52,25.78,48.41
752,17-09-2020 16:09:53,21.25,50.96
753,17-09-2020 16:09:54,20.79,55.91
754,17-09-2020 16:09:55,20.62,42.07
755,17-09-2020 16:09:56,20.54,51.07
756,17-09-2020 16:09:57,21.88,41.83
757,17-09-2020 16:09:58,22.03,48.6
758,17-09-2020 16:09:59,21.05,57.07
759,17-09-2020 16:10:00,21.24,56.74
760,17-09-2020 16:10:01,25.37,47.68
761,17-09-2020 16:10:02,25.42,45.15
762,17-09-2020 16:10:03,24.93,47.09
763,17-09-2020 16:10:04,20.03,55.19
764,17-09-2020 16:10:05,21.04,40.64
765,17-09-2020 16:10:06,23.77,43.13
766,17-09-2020 16:10:07,22.05,54.6
767,17-09-2020 16:10:08,25.73,44.0
768,17-09-2020 16:10:09,21.4,43.08
769,17-09-2020 16:10:10,23.9,54.43
770,17-09-2020 16:10:11,25.11,56.79
771,17-09-2020 16:10:12,25.12,55.66
772,17-09-2020 16:10:13,24.18,56.16
773,17-09-2020 16:10:14,25.97,57.57
774,17-09-2020 16:10:15,24.67,45.08
775,17-09-2020 16:10:16,25.75,49.05
776,17-09-2020 16:10:17,22.35,45.11
777,17-09-2020 16:10:18,25.29,44.0
